Degree,Specialization,CGPA,JobRole,Programming,Internship,Projects,Certification,ProblemSolving
B.Tech,Business Analytics,7.47,Business Analyst,Java,No,3,Yes,Medium
BBA,CSE,9.08,Software Developer,Java,Yes,3,No,High
BBA,Data Science,9.12,Data Scientist,Python,Yes,3,Yes,High
M.Sc,Software Engineering,7.36,DevOps Engineer,Java,No,2,Yes,Medium
B.Sc,IT,7.14,Support Engineer,Python,No,3,No,Medium
MBA,IT,6.79,Support Engineer,C++,No,0,Yes,Low
BBA,Cyber Security,6.22,Support Engineer,Python,No,0,Yes,Low
M.Tech,Business Analytics,6.39,Business Analyst,Python,No,0,Yes,Low
MBA,Data Science,6.28,Business Analyst,Python,No,0,Yes,Low
M.Tech,Machine Learning,6.79,Data Scientist,Python,No,0,Yes,Low
B.Tech,Software Engineering,8.54,Software Developer,Java,Yes,3,No,High
M.Tech,Software Engineering,8.6,Software Developer,Java,Yes,5,Yes,High
BCA,Electronics,6.72,Support Engineer,C++,No,1,No,Low
M.Sc,Cyber Security,9.09,Cyber Security Analyst,Python,Yes,5,Yes,High
MBA,Cyber Security,9.86,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Sc,Data Science,6.87,Business Analyst,Python,No,1,Yes,Low
BBA,Finance,7.89,Business Analyst,Java,Yes,3,No,Medium
M.Sc,Machine Learning,7.12,Data Scientist,Python,No,3,Yes,Medium
B.Sc,Finance,9.96,Business Analyst,C++,Yes,5,Yes,High
MCA,Information Security,9.71,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,AI,7.74,Data Scientist,Python,Yes,2,Yes,Medium
B.Sc,Business Analytics,6.72,Business Analyst,Python,No,1,No,Low
MBA,Finance,8.04,Business Analyst,Python,Yes,2,Yes,Medium
B.Tech,Information Security,8.0,Cyber Security Analyst,Python,Yes,3,No,Medium
BCA,Machine Learning,9.39,AI Engineer,Python,Yes,4,Yes,High
BBA,Software Engineering,8.44,Software Developer,Java,Yes,2,No,Medium
M.Sc,Business Analytics,9.29,Business Analyst,C++,Yes,3,Yes,High
BBA,AI,7.62,Data Scientist,Python,Yes,2,Yes,Medium
M.Tech,CSE,7.49,DevOps Engineer,C++,No,3,Yes,Medium
BCA,CSE,9.96,Software Developer,Python,Yes,3,No,High
MCA,Data Science,7.67,Business Analyst,Python,Yes,2,Yes,Medium
M.Sc,Electronics,7.08,Support Engineer,Java,No,3,Yes,Medium
MCA,Information Security,6.92,Support Engineer,Python,No,1,Yes,Low
BBA,Software Engineering,9.7,Software Developer,Java,Yes,3,No,High
MBA,Information Security,7.06,Cyber Security Analyst,Python,No,3,Yes,Medium
MBA,Electronics,6.48,Support Engineer,Python,No,0,No,Low
M.Sc,Machine Learning,8.7,AI Engineer,Python,Yes,5,Yes,High
BBA,Electronics,9.24,Cloud Engineer,C++,Yes,3,Yes,High
MBA,AI,9.76,AI Engineer,Python,Yes,5,Yes,High
M.Tech,Software Engineering,7.09,DevOps Engineer,Java,No,2,No,Medium
BBA,Software Engineering,9.96,Software Developer,Java,Yes,5,Yes,High
BCA,Finance,6.71,Business Analyst,Python,No,1,No,Low
M.Tech,Business Analytics,7.22,Business Analyst,C++,No,2,No,Medium
B.Sc,AI,7.26,Data Scientist,Python,No,3,Yes,Medium
MCA,Finance,6.22,Business Analyst,Python,No,0,No,Low
BCA,Data Science,8.31,Data Scientist,Python,Yes,2,Yes,Medium
MCA,Finance,9.89,Business Analyst,C++,Yes,5,No,High
B.Sc,Electronics,9.44,Cloud Engineer,Python,Yes,3,No,High
M.Tech,Software Engineering,6.25,DevOps Engineer,Java,No,1,Yes,Low
MBA,Electronics,9.04,Cloud Engineer,Java,Yes,5,No,High
MBA,AI,8.75,AI Engineer,Python,Yes,4,Yes,High
MBA,Finance,6.17,Business Analyst,Java,No,0,Yes,Low
M.Sc,Information Security,9.92,Cyber Security Analyst,Python,Yes,3,No,High
B.Sc,Software Engineering,6.75,DevOps Engineer,Java,No,0,Yes,Low
M.Tech,Cyber Security,9.88,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Machine Learning,7.11,Data Scientist,Python,No,2,Yes,Medium
BBA,IT,6.91,Support Engineer,Java,No,0,Yes,Low
B.Tech,Data Science,6.99,Business Analyst,Python,No,0,Yes,Low
M.Tech,Business Analytics,8.89,Business Analyst,Java,Yes,3,Yes,High
MCA,Software Engineering,6.45,DevOps Engineer,Java,No,1,Yes,Low
M.Tech,Cyber Security,9.65,Cyber Security Analyst,Python,Yes,5,Yes,High
BCA,Cyber Security,9.79,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Tech,CSE,7.93,DevOps Engineer,Java,Yes,3,Yes,Medium
B.Tech,Data Science,8.67,Data Scientist,Python,Yes,5,Yes,High
BBA,AI,9.44,AI Engineer,Python,Yes,5,Yes,High
B.Tech,Finance,7.56,Business Analyst,C++,Yes,2,No,Medium
BCA,Data Science,8.32,Data Scientist,Python,Yes,3,Yes,Medium
M.Tech,Information Security,6.2,Support Engineer,Python,No,1,Yes,Low
BBA,IT,9.73,Cloud Engineer,C++,Yes,3,Yes,High
MBA,Machine Learning,9.78,AI Engineer,Python,Yes,5,Yes,High
MCA,Information Security,9.42,Cyber Security Analyst,Python,Yes,3,No,High
B.Sc,CSE,7.37,DevOps Engineer,Java,No,3,No,Medium
BCA,Electronics,9.83,Cloud Engineer,C++,Yes,5,Yes,High
B.Sc,Cyber Security,6.98,Support Engineer,Python,No,1,Yes,Low
BCA,Software Engineering,6.36,DevOps Engineer,Java,No,0,Yes,Low
BCA,Cyber Security,9.63,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Tech,Data Science,8.47,Data Scientist,Python,Yes,3,Yes,Medium
M.Sc,AI,7.36,Data Scientist,Python,No,3,Yes,Medium
MBA,Information Security,7.44,Cyber Security Analyst,Python,No,2,Yes,Medium
MBA,Cyber Security,8.68,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Tech,Machine Learning,6.78,Data Scientist,Python,No,0,Yes,Low
MCA,IT,9.26,Cloud Engineer,Python,Yes,5,Yes,High
MCA,Software Engineering,9.15,Software Developer,Java,Yes,4,Yes,High
B.Sc,Cyber Security,7.51,Cyber Security Analyst,Python,Yes,3,Yes,Medium
BCA,Electronics,8.62,Support Engineer,Python,Yes,4,No,High
BBA,CSE,6.51,DevOps Engineer,Java,No,1,No,Low
MBA,Software Engineering,7.51,Software Developer,Java,Yes,2,Yes,Medium
M.Sc,Machine Learning,9.74,AI Engineer,Python,Yes,3,Yes,High
B.Tech,Machine Learning,8.09,Data Scientist,Python,Yes,3,Yes,Medium
BBA,Information Security,6.54,Support Engineer,Python,No,0,Yes,Low
M.Tech,Software Engineering,8.8,Software Developer,Java,Yes,5,Yes,High
MBA,Information Security,9.9,Cyber Security Analyst,Python,Yes,5,No,High
MBA,Information Security,9.53,Cyber Security Analyst,Python,Yes,5,No,High
BBA,Data Science,9.64,Data Scientist,Python,Yes,3,Yes,High
MCA,Software Engineering,6.65,DevOps Engineer,Java,No,1,No,Low
B.Tech,Data Science,7.59,Business Analyst,Python,Yes,2,Yes,Medium
M.Tech,IT,7.47,Support Engineer,Python,No,2,Yes,Medium
B.Sc,Software Engineering,6.63,DevOps Engineer,Java,No,1,Yes,Low
BCA,Data Science,7.37,Business Analyst,Python,No,2,Yes,Medium
M.Sc,Software Engineering,6.21,DevOps Engineer,Java,No,0,No,Low
M.Tech,IT,6.82,Support Engineer,C++,No,0,No,Low
MCA,Data Science,8.5,Data Scientist,Python,Yes,5,Yes,High
MBA,Electronics,7.08,Support Engineer,Java,No,2,Yes,Medium
MCA,Machine Learning,6.2,Data Scientist,Python,No,1,Yes,Low
BBA,Finance,8.95,Business Analyst,Java,Yes,3,No,High
B.Tech,Machine Learning,7.45,Data Scientist,Python,No,3,Yes,Medium
B.Tech,Data Science,7.17,Business Analyst,Python,No,2,Yes,Medium
B.Tech,Business Analytics,8.74,Business Analyst,Python,Yes,5,No,High
B.Sc,Data Science,8.91,Data Scientist,Python,Yes,5,Yes,High
MCA,Business Analytics,7.97,Business Analyst,Java,Yes,3,Yes,Medium
BCA,Information Security,7.85,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BCA,Finance,8.87,Business Analyst,C++,Yes,3,Yes,High
BBA,Business Analytics,6.88,Business Analyst,C++,No,1,Yes,Low
B.Sc,Finance,8.35,Business Analyst,C++,Yes,3,No,Medium
B.Tech,Cyber Security,9.43,Cyber Security Analyst,Python,Yes,3,Yes,High
B.Tech,Business Analytics,8.92,Business Analyst,C++,Yes,4,No,High
BBA,AI,9.16,AI Engineer,Python,Yes,5,Yes,High
M.Tech,Software Engineering,6.31,DevOps Engineer,Java,No,0,No,Low
M.Sc,Business Analytics,6.75,Business Analyst,C++,No,1,No,Low
BCA,Cyber Security,7.71,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MCA,AI,7.69,Data Scientist,Python,Yes,3,Yes,Medium
M.Sc,Cyber Security,9.21,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Sc,IT,6.29,Support Engineer,C++,No,1,Yes,Low
B.Sc,Machine Learning,8.73,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Electronics,9.42,Cloud Engineer,C++,Yes,5,No,High
M.Sc,Software Engineering,8.46,Software Developer,Java,Yes,2,No,Medium
M.Tech,Machine Learning,8.4,AI Engineer,Python,Yes,3,Yes,Medium
M.Tech,Electronics,8.17,Support Engineer,Python,Yes,2,No,Medium
B.Sc,IT,7.22,Support Engineer,Python,No,2,Yes,Medium
M.Tech,Electronics,7.32,Support Engineer,Python,No,2,No,Medium
MCA,Cyber Security,6.5,Support Engineer,Python,No,0,Yes,Low
B.Sc,Software Engineering,7.76,Software Developer,Java,Yes,2,Yes,Medium
MCA,Information Security,8.56,Cyber Security Analyst,Python,Yes,4,No,High
MBA,Cyber Security,7.36,Cyber Security Analyst,Python,No,2,Yes,Medium
B.Tech,CSE,8.3,DevOps Engineer,Java,Yes,3,Yes,Medium
BCA,Software Engineering,7.61,Software Developer,Java,Yes,3,Yes,Medium
MBA,Software Engineering,7.06,DevOps Engineer,Java,No,3,No,Medium
B.Sc,Data Science,6.49,Business Analyst,Python,No,0,Yes,Low
B.Tech,Machine Learning,9.82,AI Engineer,Python,Yes,3,Yes,High
M.Sc,IT,9.28,Cloud Engineer,Java,Yes,5,Yes,High
MBA,Business Analytics,6.32,Business Analyst,Java,No,0,Yes,Low
BCA,Finance,6.7,Business Analyst,C++,No,1,No,Low
M.Tech,AI,8.6,AI Engineer,Python,Yes,5,Yes,High
MCA,Data Science,7.12,Business Analyst,Python,No,2,Yes,Medium
M.Sc,Electronics,9.99,Cloud Engineer,Java,Yes,3,Yes,High
MCA,Information Security,9.09,Cyber Security Analyst,Python,Yes,5,No,High
B.Tech,Finance,7.58,Business Analyst,Java,Yes,3,No,Medium
MCA,Electronics,7.07,Support Engineer,Python,No,2,No,Medium
B.Sc,Business Analytics,6.36,Business Analyst,Java,No,0,Yes,Low
B.Sc,AI,7.12,Data Scientist,Python,No,3,Yes,Medium
B.Sc,Information Security,6.08,Support Engineer,Python,No,1,Yes,Low
BCA,Software Engineering,8.24,Software Developer,Java,Yes,2,No,Medium
M.Tech,Finance,8.65,Business Analyst,Python,Yes,5,Yes,High
MBA,Information Security,9.42,Cyber Security Analyst,Python,Yes,3,No,High
BCA,Electronics,7.36,Support Engineer,Java,No,2,No,Medium
MBA,CSE,8.57,Software Developer,Python,Yes,4,No,High
M.Sc,Machine Learning,9.17,AI Engineer,Python,Yes,3,Yes,High
BBA,AI,9.94,AI Engineer,Python,Yes,5,Yes,High
MBA,IT,9.46,Cloud Engineer,C++,Yes,5,Yes,High
B.Tech,Cyber Security,7.52,Cyber Security Analyst,Python,Yes,2,Yes,Medium
B.Tech,Data Science,8.14,Data Scientist,Python,Yes,3,Yes,Medium
MCA,Software Engineering,6.77,DevOps Engineer,Java,No,1,Yes,Low
BBA,Business Analytics,6.02,Business Analyst,Python,No,0,No,Low
BBA,IT,7.63,Support Engineer,C++,Yes,3,No,Medium
M.Tech,Finance,7.05,Business Analyst,Java,No,3,Yes,Medium
M.Sc,Data Science,7.84,Business Analyst,Python,Yes,2,Yes,Medium
M.Tech,Machine Learning,8.01,Data Scientist,Python,Yes,2,Yes,Medium
M.Tech,Electronics,6.17,Support Engineer,C++,No,1,Yes,Low
BCA,Finance,9.1,Business Analyst,Java,Yes,3,No,High
MCA,Business Analytics,9.45,Business Analyst,Java,Yes,5,Yes,High
M.Tech,CSE,8.57,Software Developer,Python,Yes,5,Yes,High
B.Sc,Electronics,6.64,Support Engineer,Java,No,0,Yes,Low
B.Tech,Business Analytics,6.05,Business Analyst,Java,No,1,No,Low
B.Tech,AI,9.51,AI Engineer,Python,Yes,3,Yes,High
B.Tech,IT,9.04,Cloud Engineer,Python,Yes,3,No,High
BCA,Business Analytics,6.2,Business Analyst,Python,No,1,No,Low
BBA,Machine Learning,9.38,AI Engineer,Python,Yes,3,Yes,High
BCA,CSE,8.18,DevOps Engineer,C++,Yes,3,Yes,Medium
MCA,Software Engineering,6.5,DevOps Engineer,Java,No,1,Yes,Low
MCA,Cyber Security,6.86,Support Engineer,Python,No,1,Yes,Low
B.Tech,CSE,9.44,Software Developer,Java,Yes,4,No,High
M.Tech,Finance,8.06,Business Analyst,C++,Yes,3,No,Medium
MCA,Software Engineering,9.04,Software Developer,Java,Yes,4,Yes,High
MCA,Machine Learning,7.32,Data Scientist,Python,No,2,Yes,Medium
B.Tech,AI,9.88,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Business Analytics,9.97,Business Analyst,C++,Yes,5,Yes,High
MCA,IT,6.61,Support Engineer,Python,No,1,No,Low
BCA,Finance,8.3,Business Analyst,Python,Yes,3,No,Medium
M.Tech,Business Analytics,6.66,Business Analyst,Python,No,1,No,Low
B.Tech,Cyber Security,7.26,Cyber Security Analyst,Python,No,3,Yes,Medium
M.Tech,Information Security,9.02,Cyber Security Analyst,Python,Yes,3,Yes,High
B.Tech,Information Security,8.12,Cyber Security Analyst,Python,Yes,3,Yes,Medium
BCA,IT,6.37,Support Engineer,C++,No,1,No,Low
M.Tech,Cyber Security,7.21,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Tech,AI,8.75,AI Engineer,Python,Yes,5,Yes,High
M.Tech,Electronics,9.11,Cloud Engineer,Java,Yes,5,Yes,High
MBA,Information Security,9.27,Cyber Security Analyst,Python,Yes,3,No,High
M.Tech,Data Science,8.69,Data Scientist,Python,Yes,5,Yes,High
BBA,CSE,8.46,DevOps Engineer,Python,Yes,3,No,Medium
B.Sc,Electronics,6.99,Support Engineer,C++,No,0,No,Low
BCA,Business Analytics,7.38,Business Analyst,Python,No,2,No,Medium
BBA,Finance,7.22,Business Analyst,C++,No,2,No,Medium
MBA,Cyber Security,9.89,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Information Security,8.79,Cyber Security Analyst,Python,Yes,3,No,High
MBA,Finance,7.06,Business Analyst,C++,No,2,No,Medium
B.Sc,Cyber Security,8.11,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BCA,Cyber Security,8.77,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Machine Learning,6.41,Data Scientist,Python,No,0,Yes,Low
BBA,Machine Learning,7.86,Data Scientist,Python,Yes,2,Yes,Medium
MCA,CSE,7.81,DevOps Engineer,C++,Yes,2,Yes,Medium
BBA,Electronics,8.55,Support Engineer,Java,Yes,4,No,High
B.Sc,IT,7.44,Support Engineer,Python,No,2,No,Medium
M.Tech,AI,9.46,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Electronics,8.52,Support Engineer,C++,Yes,3,No,High
B.Sc,Business Analytics,6.4,Business Analyst,Java,No,1,No,Low
M.Sc,IT,7.4,Support Engineer,Java,No,3,Yes,Medium
BBA,Business Analytics,7.91,Business Analyst,Python,Yes,2,No,Medium
BCA,Machine Learning,9.85,AI Engineer,Python,Yes,5,Yes,High
M.Sc,Finance,6.55,Business Analyst,Java,No,0,No,Low
B.Tech,Machine Learning,6.36,Data Scientist,Python,No,1,Yes,Low
BCA,Finance,7.21,Business Analyst,Python,No,2,No,Medium
M.Sc,Data Science,7.25,Business Analyst,Python,No,3,Yes,Medium
MCA,Electronics,7.36,Support Engineer,Java,No,3,Yes,Medium
BBA,AI,8.7,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Data Science,9.3,Data Scientist,Python,Yes,4,Yes,High
M.Sc,Electronics,8.54,Support Engineer,C++,Yes,4,Yes,High
BBA,Cyber Security,7.18,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Tech,Machine Learning,6.98,Data Scientist,Python,No,1,Yes,Low
BCA,Machine Learning,6.37,Data Scientist,Python,No,1,Yes,Low
BCA,CSE,8.8,Software Developer,Java,Yes,4,Yes,High
M.Sc,Data Science,8.43,Data Scientist,Python,Yes,3,Yes,Medium
BCA,AI,8.02,AI Engineer,Python,Yes,2,Yes,Medium
BCA,Information Security,7.28,Cyber Security Analyst,Python,No,3,No,Medium
M.Sc,Business Analytics,9.24,Business Analyst,C++,Yes,4,Yes,High
B.Sc,Machine Learning,9.73,AI Engineer,Python,Yes,4,Yes,High
BBA,Finance,7.86,Business Analyst,Java,Yes,3,Yes,Medium
MCA,Information Security,9.64,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Sc,Electronics,6.18,Support Engineer,Python,No,1,Yes,Low
M.Tech,CSE,8.36,DevOps Engineer,Python,Yes,2,Yes,Medium
MBA,Software Engineering,7.17,DevOps Engineer,Java,No,2,No,Medium
BBA,Machine Learning,8.64,AI Engineer,Python,Yes,5,Yes,High
M.Tech,Business Analytics,9.09,Business Analyst,Python,Yes,5,Yes,High
B.Sc,Machine Learning,6.66,Data Scientist,Python,No,1,Yes,Low
MBA,Software Engineering,8.42,Software Developer,Java,Yes,3,No,Medium
BBA,Electronics,8.95,Support Engineer,C++,Yes,5,No,High
M.Tech,IT,9.56,Cloud Engineer,C++,Yes,5,No,High
M.Sc,Cyber Security,9.97,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Electronics,8.45,Support Engineer,Java,Yes,3,No,Medium
B.Tech,Data Science,9.94,Data Scientist,Python,Yes,4,Yes,High
M.Tech,Software Engineering,7.98,Software Developer,Java,Yes,2,No,Medium
M.Tech,CSE,9.15,Software Developer,Python,Yes,4,No,High
MBA,Software Engineering,6.98,DevOps Engineer,Java,No,1,Yes,Low
M.Tech,Software Engineering,8.83,Software Developer,Java,Yes,3,Yes,High
M.Sc,Information Security,6.42,Support Engineer,Python,No,1,Yes,Low
M.Sc,Machine Learning,7.61,Data Scientist,Python,Yes,2,Yes,Medium
B.Tech,Cyber Security,7.03,Cyber Security Analyst,Python,No,2,Yes,Medium
BBA,IT,8.75,Cloud Engineer,Python,Yes,4,Yes,High
BCA,Information Security,7.08,Cyber Security Analyst,Python,No,2,No,Medium
BCA,Cyber Security,8.73,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Tech,AI,6.88,Data Scientist,Python,No,0,Yes,Low
M.Tech,Software Engineering,9.11,Software Developer,Java,Yes,4,Yes,High
BBA,Business Analytics,9.85,Business Analyst,Java,Yes,3,No,High
MBA,Information Security,7.09,Cyber Security Analyst,Python,No,3,Yes,Medium
MCA,Information Security,8.01,Cyber Security Analyst,Python,Yes,3,No,Medium
B.Tech,Machine Learning,7.92,Data Scientist,Python,Yes,3,Yes,Medium
MBA,Cyber Security,8.14,Cyber Security Analyst,Python,Yes,2,Yes,Medium
B.Sc,Finance,8.69,Business Analyst,Python,Yes,3,No,High
MCA,Machine Learning,8.08,Data Scientist,Python,Yes,3,Yes,Medium
MCA,Machine Learning,7.44,Data Scientist,Python,No,2,Yes,Medium
BCA,CSE,8.95,Software Developer,Python,Yes,3,Yes,High
M.Tech,Data Science,7.77,Business Analyst,Python,Yes,2,Yes,Medium
BCA,Electronics,7.3,Support Engineer,Java,No,3,No,Medium
MBA,Information Security,7.78,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Tech,Information Security,8.41,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,Machine Learning,9.06,AI Engineer,Python,Yes,4,Yes,High
MCA,Finance,6.46,Business Analyst,C++,No,0,Yes,Low
M.Sc,CSE,9.43,Software Developer,Java,Yes,5,Yes,High
BCA,AI,8.5,AI Engineer,Python,Yes,5,Yes,High
MBA,Cyber Security,9.22,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,IT,7.8,Support Engineer,C++,Yes,2,Yes,Medium
MCA,Electronics,8.32,Support Engineer,Java,Yes,3,Yes,Medium
B.Sc,Information Security,8.96,Cyber Security Analyst,Python,Yes,4,No,High
BBA,IT,6.48,Support Engineer,Java,No,0,Yes,Low
MCA,Software Engineering,8.66,Software Developer,Java,Yes,3,No,High
BBA,Electronics,8.52,Support Engineer,C++,Yes,4,No,High
M.Sc,Cyber Security,7.48,Cyber Security Analyst,Python,No,2,Yes,Medium
M.Sc,Electronics,9.23,Cloud Engineer,C++,Yes,4,Yes,High
M.Tech,Finance,9.02,Business Analyst,C++,Yes,4,No,High
BBA,CSE,7.77,DevOps Engineer,Java,Yes,2,No,Medium
M.Tech,Business Analytics,8.0,Business Analyst,Python,Yes,3,Yes,Medium
B.Tech,Information Security,7.77,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MBA,Cyber Security,7.63,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Sc,Cyber Security,7.31,Cyber Security Analyst,Python,No,2,Yes,Medium
MBA,Data Science,9.15,Data Scientist,Python,Yes,3,Yes,High
B.Tech,CSE,7.82,DevOps Engineer,Python,Yes,3,No,Medium
BCA,Business Analytics,7.11,Business Analyst,Python,No,3,Yes,Medium
MCA,Finance,9.35,Business Analyst,Python,Yes,3,Yes,High
MBA,Business Analytics,7.05,Business Analyst,Python,No,2,No,Medium
BCA,Information Security,6.13,Support Engineer,Python,No,0,No,Low
B.Tech,Software Engineering,7.06,DevOps Engineer,Java,No,2,No,Medium
MCA,Machine Learning,7.67,Data Scientist,Python,Yes,2,Yes,Medium
MBA,IT,6.84,Support Engineer,Python,No,1,No,Low
M.Sc,Cyber Security,8.18,Cyber Security Analyst,Python,Yes,2,Yes,Medium
B.Tech,Information Security,7.66,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BBA,Software Engineering,7.84,Software Developer,Java,Yes,2,No,Medium
B.Sc,Finance,7.43,Business Analyst,Java,No,3,Yes,Medium
B.Sc,Cyber Security,6.28,Support Engineer,Python,No,0,Yes,Low
M.Sc,Finance,8.97,Business Analyst,Java,Yes,4,Yes,High
BBA,Finance,9.45,Business Analyst,C++,Yes,4,Yes,High
BCA,AI,9.37,AI Engineer,Python,Yes,5,Yes,High
MBA,Machine Learning,9.48,AI Engineer,Python,Yes,3,Yes,High
MCA,IT,6.4,Support Engineer,C++,No,0,No,Low
BBA,Software Engineering,9.32,Software Developer,Java,Yes,3,Yes,High
BCA,AI,8.59,AI Engineer,Python,Yes,3,Yes,High
B.Sc,Data Science,9.98,Data Scientist,Python,Yes,5,Yes,High
BBA,Software Engineering,8.3,Software Developer,Java,Yes,3,No,Medium
MBA,Business Analytics,9.03,Business Analyst,Java,Yes,3,No,High
MCA,Cyber Security,9.29,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Finance,6.32,Business Analyst,Java,No,1,Yes,Low
BBA,Machine Learning,9.89,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Cyber Security,7.04,Cyber Security Analyst,Python,No,2,Yes,Medium
BBA,CSE,9.02,Software Developer,C++,Yes,4,No,High
M.Sc,Data Science,8.8,Data Scientist,Python,Yes,3,Yes,High
B.Sc,Electronics,6.68,Support Engineer,Python,No,0,Yes,Low
M.Tech,CSE,9.79,Software Developer,Python,Yes,4,Yes,High
MCA,Business Analytics,7.08,Business Analyst,C++,No,2,Yes,Medium
BBA,Electronics,7.93,Support Engineer,Python,Yes,2,Yes,Medium
M.Sc,Information Security,9.08,Cyber Security Analyst,Python,Yes,4,No,High
BCA,CSE,7.37,DevOps Engineer,C++,No,3,Yes,Medium
M.Sc,Machine Learning,9.06,AI Engineer,Python,Yes,5,Yes,High
BCA,CSE,8.93,Software Developer,Python,Yes,3,Yes,High
M.Sc,CSE,7.24,DevOps Engineer,Python,No,3,Yes,Medium
M.Tech,CSE,8.41,DevOps Engineer,Python,Yes,3,Yes,Medium
B.Tech,Data Science,9.06,Data Scientist,Python,Yes,4,Yes,High
M.Tech,IT,6.61,Support Engineer,C++,No,0,Yes,Low
B.Sc,Cyber Security,8.48,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Machine Learning,7.83,Data Scientist,Python,Yes,2,Yes,Medium
BBA,Machine Learning,7.98,Data Scientist,Python,Yes,3,Yes,Medium
MBA,Finance,6.53,Business Analyst,Python,No,1,Yes,Low
BCA,Machine Learning,7.34,Data Scientist,Python,No,2,Yes,Medium
BCA,CSE,8.07,DevOps Engineer,C++,Yes,2,Yes,Medium
M.Sc,Finance,6.77,Business Analyst,Java,No,1,No,Low
B.Sc,Finance,8.04,Business Analyst,C++,Yes,3,Yes,Medium
B.Tech,Business Analytics,6.25,Business Analyst,Python,No,0,No,Low
B.Sc,Business Analytics,8.63,Business Analyst,Python,Yes,4,No,High
B.Sc,Electronics,6.67,Support Engineer,Java,No,0,Yes,Low
BBA,Machine Learning,8.72,AI Engineer,Python,Yes,3,Yes,High
M.Sc,Electronics,8.59,Support Engineer,Python,Yes,4,No,High
B.Tech,Electronics,6.59,Support Engineer,C++,No,0,No,Low
M.Sc,Data Science,7.84,Business Analyst,Python,Yes,3,Yes,Medium
B.Tech,Business Analytics,7.27,Business Analyst,C++,No,2,No,Medium
MBA,Machine Learning,6.83,Data Scientist,Python,No,1,Yes,Low
MCA,Electronics,7.96,Support Engineer,C++,Yes,2,Yes,Medium
BBA,Cyber Security,7.42,Cyber Security Analyst,Python,No,3,Yes,Medium
MCA,Electronics,8.07,Support Engineer,Python,Yes,2,Yes,Medium
MBA,CSE,6.58,DevOps Engineer,Python,No,1,No,Low
BBA,AI,8.43,AI Engineer,Python,Yes,2,Yes,Medium
M.Tech,Finance,7.3,Business Analyst,Java,No,3,No,Medium
B.Tech,AI,9.93,AI Engineer,Python,Yes,3,Yes,High
B.Sc,Business Analytics,8.89,Business Analyst,Python,Yes,5,No,High
B.Tech,Data Science,7.13,Business Analyst,Python,No,2,Yes,Medium
MCA,Business Analytics,7.28,Business Analyst,Java,No,3,Yes,Medium
M.Sc,IT,9.53,Cloud Engineer,Java,Yes,4,Yes,High
M.Sc,Software Engineering,9.66,Software Developer,Java,Yes,3,Yes,High
BCA,Machine Learning,8.73,AI Engineer,Python,Yes,5,Yes,High
